2008,10,8,SLM,SELL,100
2008,10,6,SLM,BUY,100
2008,10,13,SLM,SELL,100
2008,10,15,SLM,BUY,100
2008,10,22,SLM,SELL,100
2008,10,22,SLM,BUY,100
2008,10,29,SLM,SELL,100
2008,11,10,SLM,BUY,100
2008,11,17,SLM,SELL,100
2009,1,23,SLM,BUY,100
2009,1,30,SLM,SELL,100
2009,2,4,SLM,BUY,100
2009,2,11,SLM,SELL,100
2009,2,9,SLM,BUY,100
2009,2,17,SLM,SELL,100
2009,7,1,SLM,BUY,100
2009,7,9,SLM,SELL,100
2009,10,30,SLM,BUY,100
2009,11,6,SLM,SELL,100
2008,10,23,SNDK,BUY,100
2008,10,30,SNDK,SELL,100
2008,11,6,SNDK,BUY,100
2008,11,13,SNDK,SELL,100
2009,2,3,SNDK,BUY,100
2009,2,10,SNDK,SELL,100
2009,2,19,SNDK,BUY,100
2009,2,26,SNDK,SELL,100
2009,3,16,SNDK,BUY,100
2009,3,23,SNDK,SELL,100
2009,2,4,STI,BUY,100
2009,2,11,STI,SELL,100
2009,2,10,STI,BUY,100
2009,2,18,STI,SELL,100
2009,2,12,STI,BUY,100
2009,2,20,STI,SELL,100
2009,3,5,STI,BUY,100
2009,3,12,STI,SELL,100
2008,10,7,STX,BUY,100
2008,10,14,STX,SELL,100
2009,7,7,STX,BUY,100
2009,7,14,STX,SELL,100
2009,2,19,TE,BUY,100
2009,2,26,TE,SELL,100
2009,2,26,TEL,BUY,100
2009,3,5,TEL,SELL,100
2008,1,3,TER,BUY,100
2008,1,10,TER,SELL,100
2008,7,11,TER,BUY,100
2008,7,18,TER,SELL,100
2008,7,24,TER,BUY,100
2008,7,31,TER,SELL,100
2009,10,16,TER,BUY,100
2009,10,23,TER,SELL,100
2009,10,21,TER,BUY,100
2009,10,28,TER,SELL,100
2009,10,23,TER,BUY,100
2009,10,30,TER,SELL,100
2008,8,4,TIE,BUY,100
2008,8,11,TIE,SELL,100
2008,10,2,TIE,BUY,100
2008,10,9,TIE,SELL,100
2008,11,5,TIE,BUY,100
2008,11,12,TIE,SELL,100
2009,6,3,TIE,BUY,100
2009,6,10,TIE,SELL,100
2009,6,17,TIE,BUY,100
2009,6,24,TIE,SELL,100
2009,9,21,TIE,BUY,100
2009,9,28,TIE,SELL,100
2009,9,24,TIE,BUY,100
2009,10,1,TIE,SELL,100
2009,10,22,TIE,BUY,100
2009,10,29,TIE,SELL,100
2009,11,19,TIE,BUY,100
2009,11,27,TIE,SELL,100
2009,11,27,TIE,BUY,100
2009,12,4,TIE,SELL,100
2009,12,8,TIE,BUY,100
2009,12,15,TIE,SELL,100
2008,10,24,TSN,BUY,100
2008,10,31,TSN,SELL,100
2009,4,27,TSN,BUY,100
2009,5,4,TSN,SELL,100
